City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Teguldet,RU,2022-03-30 21:17:24,57.3064,88.1667,30.65,88,100,12.82
296,Chokurdakh,RU,2022-03-30 21:17:25,70.6333,147.9167,-20.54,100,99,4.76
297,Edremit,TR,2022-03-30 21:17:25,39.5961,27.0244,47.95,93,0,3.44
298,Nanortalik,GL,2022-03-30 21:17:26,60.1432,-45.2371,35.94,84,100,1.52
299,Caravelas,BR,2022-03-30 21:17:26,-17.7125,-39.2481,76.95,79,4,4.83
300,Elizabeth City,US,2022-03-30 21:17:26,36.2946,-76.2511,64.06,56,100,10.36
301,Palmer,US,2022-03-30 21:13:17,42.1584,-72.3287,47.17,25,75,6.91
302,Maridi,SS,2022-03-30 21:17:27,4.9158,29.4742,72.0,72,56,6.13
303,Westport,US,2022-03-30 21:17:27,41.1415,-73.3579,46.33,43,100,9.22
304,Tignere,CM,2022-03-30 21:17:28,7.3667,12.65,72.01,13,66,2.46
305,Belmonte,BR,2022-03-30 21:17:28,-15.8631,-38.8828,78.44,77,38,6.38
306,Mehamn,NO,2022-03-30 21:17:28,71.0357,27.8492,26.51,93,100,21.85
307,Tiarei,PF,2022-03-30 21:17:29,-17.5333,-149.3333,87.82,72,22,11.43
308,Bambous Virieux,MU,2022-03-30 21:17:29,-20.3428,57.7575,76.21,88,75,18.41
309,Thompson,CA,2022-03-30 21:14:39,55.7435,-97.8558,29.07,80,100,2.8
310,Pierre,US,2022-03-30 21:15:09,44.3683,-100.351,37.06,77,100,24.16
311,Kiama,AU,2022-03-30 21:17:29,-34.6833,150.8667,66.0,81,59,5.01
312,Betafo,MG,2022-03-30 21:17:30,-19.8333,46.85,59.63,84,99,8.95
313,Havoysund,NO,2022-03-30 21:17:30,70.9963,24.6622,30.43,75,100,19.95
314,Limoux,FR,2022-03-30 21:17:31,42.9167,2.1667,47.52,78,100,9.91
315,Capitao Poco,BR,2022-03-30 21:17:31,-1.7464,-47.0594,73.54,96,100,3.4
316,Canutama,BR,2022-03-30 21:17:31,-6.5339,-64.3831,80.33,76,96,1.03
317,Mvuma,ZW,2022-03-30 21:17:32,-19.2792,30.5283,59.52,59,15,7.11
318,Pelym,RU,2022-03-30 21:17:32,61.0108,61.9978,19.78,93,100,8.14
319,Chernyshevskiy,RU,2022-03-30 21:17:32,63.0128,112.4714,13.96,99,100,3.91
320,Jalu,LY,2022-03-30 21:17:33,29.0331,21.5482,70.0,24,21,8.95
321,Concarneau,FR,2022-03-30 21:17:33,47.875,-3.9225,46.69,88,96,7.14
322,Port-Cartier,CA,2022-03-30 21:17:33,50.0334,-66.8654,43.02,81,10,12.26
323,Klaksvik,FO,2022-03-30 21:17:34,62.2266,-6.589,31.12,54,100,18.01
324,Cabrero,CL,2022-03-30 21:17:34,-37.0333,-72.4,66.15,24,100,12.68
325,Pangnirtung,CA,2022-03-30 21:17:34,66.1451,-65.7125,21.2,93,100,5.75
326,Ust-Maya,RU,2022-03-30 21:17:35,60.4167,134.5333,-2.29,100,100,1.88
327,Menongue,AO,2022-03-30 21:17:35,-14.6585,17.691,63.95,96,100,3.2
328,Constitucion,CL,2022-03-30 21:17:35,-35.3333,-72.4167,63.27,49,62,17.02
329,Emerald,AU,2022-03-30 21:16:40,-23.5333,148.1667,67.33,78,2,5.26
330,Yuncheng,CN,2022-03-30 21:17:36,35.0231,110.9928,57.72,64,100,3.2
331,Zyryanka,RU,2022-03-30 21:17:36,65.75,150.85,-12.23,100,99,7.11
332,Trelew,AR,2022-03-30 21:17:36,-43.249,-65.3051,60.08,30,4,9.8
333,El Alto,PE,2022-03-30 21:17:37,-4.2714,-81.2147,82.06,70,25,14.38
334,Kloulklubed,PW,2022-03-30 21:17:37,7.0419,134.2556,79.3,76,98,14.32
335,Santo Domingo,DO,2022-03-30 21:17:38,18.5001,-69.9886,83.84,76,75,5.75
336,Black River,JM,2022-03-30 21:17:38,18.0264,-77.8487,80.73,72,20,13.62
337,Nome,US,2022-03-30 21:17:38,64.5011,-165.4064,33.12,74,0,20.71
338,Flinders,AU,2022-03-30 21:17:39,-34.5833,150.8552,65.17,81,48,14.0
339,Bend,US,2022-03-30 21:13:47,44.0582,-121.3153,51.73,45,0,13.8
340,Coihaique,CL,2022-03-30 21:17:39,-45.5752,-72.0662,53.55,47,20,8.05
341,Uchaly,RU,2022-03-30 21:17:39,54.2996,59.4521,33.21,97,100,10.25
342,Esso,RU,2022-03-30 21:17:40,55.9333,158.7,16.09,96,100,3.78
343,Bundaberg,AU,2022-03-30 21:17:40,-24.85,152.35,74.21,70,53,8.05
344,Deputatskiy,RU,2022-03-30 21:17:41,69.3,139.9,-19.84,96,29,4.0
345,San Policarpo,PH,2022-03-30 21:17:41,12.1791,125.5072,79.65,84,20,9.82
346,Laguna,US,2022-03-30 21:17:41,38.421,-121.4238,62.89,68,100,8.05
347,College,US,2022-03-30 21:17:42,64.8569,-147.8028,31.06,53,75,3.44
348,San Juan De Los Morros,VE,2022-03-30 21:17:42,9.9115,-67.3538,89.69,32,84,3.6
349,Victoria,HK,2022-03-30 21:13:53,22.2855,114.1577,75.38,80,7,11.01
350,Pacific Grove,US,2022-03-30 21:17:42,36.6177,-121.9166,64.38,75,75,10.36
351,Poya,NC,2022-03-30 21:17:43,-21.35,165.15,80.89,80,3,4.79
352,Takoradi,GH,2022-03-30 21:17:43,4.8845,-1.7554,81.36,85,72,6.44
353,Rutland,US,2022-03-30 21:17:44,43.6167,-73.0162,42.26,40,0,1.01
354,Port Hardy,CA,2022-03-30 21:17:44,50.6996,-127.4199,48.38,76,75,6.91
355,Xinyang,CN,2022-03-30 21:17:45,32.1228,114.0656,56.23,79,100,11.95
356,Nouadhibou,MR,2022-03-30 21:17:46,20.931,-17.0347,67.98,68,0,18.41
357,Ossora,RU,2022-03-30 21:17:46,59.2353,163.0719,16.25,88,100,2.59
358,George Town,MY,2022-03-30 21:17:46,5.4112,100.3354,81.95,88,20,0.0
359,Outjo,NA,2022-03-30 21:17:47,-20.1167,16.15,69.33,68,65,8.9
360,San Quintin,MX,2022-03-30 21:17:47,30.4833,-115.95,63.18,66,0,15.7
361,Zhigansk,RU,2022-03-30 21:17:47,66.7697,123.3711,-19.08,100,33,6.98
362,Carmen Del Parana,PY,2022-03-30 21:17:48,-27.2333,-56.2167,59.13,67,100,11.88
363,Shebunino,RU,2022-03-30 21:17:48,46.4339,141.8603,30.43,75,31,5.41
364,Southampton,GB,2022-03-30 21:17:48,50.904,-1.4043,46.8,86,100,4.0
365,Katherine,AU,2022-03-30 21:17:49,-14.4667,132.2667,73.72,78,99,0.0
366,Necochea,AR,2022-03-30 21:16:54,-38.5473,-58.7368,53.28,67,75,22.86
367,Lakatoro,VU,2022-03-30 21:17:49,-16.0999,167.4164,82.72,80,69,5.14
368,Okhotsk,RU,2022-03-30 21:17:50,59.3833,143.3,0.07,83,27,11.39
369,Kenscoff,HT,2022-03-30 21:17:50,18.4506,-72.2869,68.14,65,75,9.22
370,Swellendam,ZA,2022-03-30 21:17:50,-34.0226,20.4417,63.46,73,99,3.69
371,Bac Giang,VN,2022-03-30 21:17:51,21.2667,106.2,71.67,95,100,1.23
372,Ambilobe,MG,2022-03-30 21:17:51,-13.2,49.05,72.97,95,17,2.3
373,La Rioja,ES,2022-03-30 21:17:18,42.25,-2.5,40.78,96,73,4.72
374,Portland,US,2022-03-30 21:16:49,45.5234,-122.6762,59.99,57,75,5.01
375,Kutum,SD,2022-03-30 21:17:51,14.2,24.6667,69.94,8,100,8.19
376,Kisangani,CD,2022-03-30 21:17:52,0.5167,25.2,68.83,99,50,2.19
377,Fandriana,MG,2022-03-30 21:17:52,-20.2333,47.3833,59.56,95,100,4.74
378,Galle,LK,2022-03-30 21:17:52,6.0367,80.217,78.31,85,98,3.36
379,Dubbo,AU,2022-03-30 21:17:53,-32.25,148.6167,62.73,88,22,3.44
380,Zigos,GR,2022-03-30 21:17:53,41.0167,24.3833,54.99,81,100,1.54
381,Srednekolymsk,RU,2022-03-30 21:17:54,67.45,153.6833,-9.56,99,99,2.86
382,Itarema,BR,2022-03-30 21:17:54,-2.9248,-39.9167,80.02,80,99,10.87
383,Cockburn Town,TC,2022-03-30 21:17:54,21.4612,-71.1419,76.86,67,94,25.34
384,Kenai,US,2022-03-30 21:17:55,60.5544,-151.2583,45.03,84,0,8.05
385,Dongsheng,CN,2022-03-30 21:17:55,39.8161,109.9776,31.59,37,35,4.85
386,Lata,PT,2022-03-30 21:17:55,40.1629,-8.3327,55.81,94,72,3.24
387,Conde,BR,2022-03-30 21:17:56,-7.2597,-34.9075,80.06,83,40,9.22
388,Korla,CN,2022-03-30 21:17:56,41.7597,86.1469,42.85,61,0,12.17
389,Ingham,US,2022-03-30 21:17:56,42.6,-84.3833,58.17,82,100,6.91
390,Nanyang,CN,2022-03-30 21:17:57,32.9947,112.5328,56.28,79,100,6.51
391,Mpika,ZM,2022-03-30 21:17:57,-11.8343,31.4529,62.19,96,83,7.14
392,Sosenskiy,RU,2022-03-30 21:17:57,54.059,35.9623,27.97,96,100,6.64
393,Waingapu,ID,2022-03-30 21:17:58,-9.6567,120.2641,77.41,83,94,3.42
394,Hobyo,SO,2022-03-30 21:17:58,5.3505,48.5268,81.32,75,7,14.45
395,Namie,JP,2022-03-30 21:17:58,37.4833,141.0,56.71,87,100,5.95
396,Aranos,NA,2022-03-30 21:17:59,-24.1333,19.1167,72.88,58,96,7.02
397,Arcata,US,2022-03-30 21:15:53,40.8665,-124.0828,57.67,75,100,13.8
398,Kendari,ID,2022-03-30 21:17:59,-3.945,122.4989,74.07,94,100,2.66
399,Dali,CN,2022-03-30 21:18:00,25.7,100.1833,52.5,77,8,3.76
400,Odweyne,SO,2022-03-30 21:18:00,9.4092,45.064,70.63,27,5,4.92
401,Chuy,UY,2022-03-30 21:18:00,-33.6971,-53.4616,61.47,40,49,16.31
402,Marapanim,BR,2022-03-30 21:18:01,-0.7175,-47.6997,73.09,98,100,3.4
403,Batemans Bay,AU,2022-03-30 21:18:01,-35.7167,150.1833,63.1,82,93,10.02
404,Greystones,IE,2022-03-30 21:18:02,53.1408,-6.0631,42.3,87,100,22.32
405,Bujumbura,BI,2022-03-30 21:18:02,-3.3822,29.3644,71.71,86,100,2.75
406,Bonavista,CA,2022-03-30 21:18:02,48.6499,-53.1147,33.42,79,30,23.67
407,Dustlik,UZ,2022-03-30 21:18:03,40.5247,68.0358,47.55,54,0,3.24
408,Belaya Gora,RU,2022-03-30 21:18:03,68.5333,146.4167,-24.2,100,99,2.75
409,Lavrentiya,RU,2022-03-30 21:18:03,65.5833,-171.0,9.99,93,100,8.25
410,Shingu,JP,2022-03-30 21:18:04,33.7333,135.9833,55.47,93,8,6.08
411,Jumla,NP,2022-03-30 21:15:06,29.2747,82.1838,46.24,55,0,3.96
412,Labuhan,ID,2022-03-30 21:18:04,-6.8844,112.2051,78.33,85,67,1.79
413,Port Hedland,AU,2022-03-30 21:18:04,-20.3167,118.5667,78.85,89,72,4.61
414,Kropotkin,RU,2022-03-30 21:17:17,45.4375,40.5756,46.33,80,35,7.61
415,Dunedin,NZ,2022-03-30 21:18:05,-45.8742,170.5036,63.81,87,100,1.99
416,Chau Doc,VN,2022-03-30 21:18:05,10.7,105.1167,79.23,77,100,3.6
417,Mahenge,TZ,2022-03-30 21:18:06,-8.6833,36.7167,61.39,96,100,1.86
418,Loubomo,CG,2022-03-30 21:18:06,-4.1997,12.6739,73.51,92,78,3.02
419,Antalaha,MG,2022-03-30 21:18:06,-14.9003,50.2788,74.41,91,28,5.3
420,Carutapera,BR,2022-03-30 21:18:07,-1.195,-46.02,74.37,96,100,2.06
421,Price,US,2022-03-30 21:15:53,39.5994,-110.8107,59.11,26,0,13.8
422,Manokwari,ID,2022-03-30 21:18:07,-0.8667,134.0833,77.49,82,100,4.41
423,Pirai Do Sul,BR,2022-03-30 21:18:07,-24.5261,-49.9486,66.4,94,68,5.37
424,Pundaguitan,PH,2022-03-30 21:18:08,6.3711,126.1689,80.85,75,16,5.28
425,Mayakonda,IN,2022-03-30 21:18:08,14.2833,76.0833,74.55,83,6,9.89
426,Kavaratti,IN,2022-03-30 21:18:08,10.5669,72.642,82.8,76,2,6.4
427,Aripuana,BR,2022-03-30 21:18:09,-9.1667,-60.6333,74.77,97,99,1.52
428,San Andres,CO,2022-03-30 21:18:09,12.5847,-81.7006,86.02,66,20,9.22
429,Ovre Ardal,NO,2022-03-30 21:18:10,61.3167,7.8,6.55,88,34,4.83
430,Sibu,MY,2022-03-30 21:18:10,2.3,111.8167,77.31,94,40,0.0
431,Lagoa,PT,2022-03-30 21:18:10,39.05,-27.9833,61.12,89,88,6.17
432,Camacupa,AO,2022-03-30 21:18:11,-12.0167,17.4833,59.88,98,92,2.26
433,Flin Flon,CA,2022-03-30 21:18:11,54.7682,-101.865,35.44,48,75,9.22
434,Huarmey,PE,2022-03-30 21:18:12,-10.0681,-78.1522,75.0,74,40,11.56
435,Coahuayana,MX,2022-03-30 21:18:12,18.7333,-103.6833,86.23,31,58,7.78
436,Mikuni,JP,2022-03-30 21:18:12,36.2171,136.1519,55.31,94,91,6.17
437,Tank,PK,2022-03-30 21:18:13,32.2217,70.3793,78.89,13,0,4.21
438,Vostok,RU,2022-03-30 21:18:13,46.4856,135.8833,7.57,96,27,4.88
439,Olga,RU,2022-03-30 21:18:13,43.7444,135.2892,30.45,56,40,4.85
440,Dingle,PH,2022-03-30 21:18:14,10.9995,122.6711,75.15,90,48,6.06
441,Alto Araguaia,BR,2022-03-30 21:18:14,-17.3147,-53.2153,75.52,84,40,3.85
442,Richards Bay,ZA,2022-03-30 21:18:14,-28.783,32.0377,74.79,74,12,13.27
443,Porto Novo,BJ,2022-03-30 21:18:15,6.4965,2.6036,84.02,77,69,10.29
444,Heihe,CN,2022-03-30 21:18:15,50.2441,127.4902,19.98,73,13,10.65
445,Birjand,IR,2022-03-30 21:18:16,32.8663,59.2211,41.47,17,0,6.91
446,Hohhot,CN,2022-03-30 21:18:16,40.8106,111.6522,25.09,63,0,2.24
447,Gladstone,AU,2022-03-30 21:17:28,-23.85,151.25,73.78,68,15,0.0
448,Invermere,CA,2022-03-30 21:15:14,50.5167,-116.0354,55.36,38,67,7.09
449,Svetlyy,RU,2022-03-30 21:18:17,54.675,20.1347,30.25,52,100,7.92
450,Mikkeli,FI,2022-03-30 21:18:17,61.6886,27.2723,21.31,93,100,4.61
451,Banda Aceh,ID,2022-03-30 21:18:17,5.5577,95.3222,78.24,84,76,8.99
452,Ruwi,OM,2022-03-30 21:18:18,23.5996,58.5507,74.89,44,0,4.76
453,Raudeberg,NO,2022-03-30 21:18:18,61.9875,5.1352,34.47,65,85,14.0
454,Illapel,CL,2022-03-30 21:18:19,-31.6308,-71.1653,75.36,26,0,7.25
455,Calabozo,VE,2022-03-30 21:18:19,8.9242,-67.4293,98.22,24,45,5.91
456,Moche,PE,2022-03-30 21:18:20,-8.1711,-79.0092,69.98,83,75,11.5
457,Yerazgavors,AM,2022-03-30 21:18:20,40.7,43.75,34.57,64,20,3.44
458,Amapa,BR,2022-03-30 21:18:21,1.0,-52.0,72.32,97,100,3.62
459,Ixtapa,MX,2022-03-30 21:18:21,20.7,-105.2,78.03,61,20,10.36
460,Camabatela,AO,2022-03-30 21:18:21,-8.1881,15.375,62.2,98,90,4.34
461,Mizan Teferi,ET,2022-03-30 21:16:17,6.9833,35.5833,67.57,64,74,2.26
462,Mahibadhoo,MV,2022-03-30 21:18:22,3.7833,72.9667,82.17,71,7,2.68
463,Balclutha,NZ,2022-03-30 21:18:22,-46.2339,169.75,57.38,83,100,1.12
464,Andenes,NO,2022-03-30 21:18:23,69.3143,16.1194,30.18,80,75,18.41
465,Wilmington Island,US,2022-03-30 21:18:23,32.0036,-80.9737,78.89,63,75,18.41
466,Avanigadda,IN,2022-03-30 21:18:24,16.0215,80.9181,79.88,87,1,7.92
467,Santo Antonio Do Ica,BR,2022-03-30 21:18:24,-3.1022,-67.9397,84.36,70,84,1.74
468,Tommot,RU,2022-03-30 21:18:24,58.9564,126.2925,12.13,98,100,1.83
469,Veraval,IN,2022-03-30 21:18:25,20.9,70.3667,76.3,83,5,8.01
470,Nanakuli,US,2022-03-30 21:18:25,21.3906,-158.1547,84.15,55,75,12.66
471,Guerrero Negro,MX,2022-03-30 21:18:25,27.9769,-114.0611,65.91,58,4,19.44
472,Santa Helena De Goias,BR,2022-03-30 21:18:26,-17.8136,-50.5969,75.67,77,81,8.5
473,Alyangula,AU,2022-03-30 21:18:26,-13.8483,136.4192,79.5,74,84,7.18
474,Goderich,CA,2022-03-30 21:18:26,43.7501,-81.7165,40.91,81,100,18.41
475,Cerritos,US,2022-03-30 21:17:39,33.8583,-118.0648,76.89,62,20,14.97
476,Corner Brook,CA,2022-03-30 21:18:27,48.9667,-57.9484,37.56,98,100,9.35
477,Iqaluit,CA,2022-03-30 21:18:27,63.7506,-68.5145,28.13,92,100,12.66
478,Gimli,CA,2022-03-30 21:18:28,50.6336,-96.9907,30.22,64,99,16.11
479,Kalga,RU,2022-03-30 21:18:28,50.9251,118.898,16.72,54,8,4.94
480,Bam,IR,2022-03-30 21:18:29,29.106,58.357,63.54,13,0,1.12
481,Suez,EG,2022-03-30 21:18:29,29.9737,32.5263,64.36,35,1,8.59
482,Olinda,BR,2022-03-30 21:18:29,-8.0089,-34.8553,82.13,78,75,5.75
483,Khawhai,IN,2022-03-30 21:18:30,23.3667,93.1167,57.02,79,89,1.57
484,Correntina,BR,2022-03-30 21:18:30,-13.3433,-44.6367,81.3,44,100,4.45
485,Faanui,PF,2022-03-30 21:18:30,-16.4833,-151.75,82.2,73,10,14.0
486,Peniche,PT,2022-03-30 21:18:31,39.3558,-9.3811,57.29,94,81,8.7
487,Salalah,OM,2022-03-30 21:16:53,17.0151,54.0924,78.89,61,0,2.3
488,Fort-Shevchenko,KZ,2022-03-30 21:18:31,44.5086,50.263,47.89,45,11,8.66
489,Vardo,NO,2022-03-30 21:18:32,70.3705,31.1107,26.58,93,40,19.57
490,Orel-Izumrud,RU,2022-03-30 21:18:32,43.4583,39.9244,50.02,71,20,15.66
491,Liberia,LR,2022-03-30 21:18:32,6.5,-9.5,76.44,89,42,4.79
492,Rockhampton,AU,2022-03-30 21:18:33,-23.3833,150.5,67.89,83,19,3.44
493,Dunmanway,IE,2022-03-30 21:18:33,51.7167,-9.1167,43.72,87,100,11.56
494,Mahina,PF,2022-03-30 21:18:34,-17.5065,-149.489,87.57,58,20,5.75
495,Karnobat,BG,2022-03-30 21:18:34,42.65,26.9833,54.79,75,100,13.78
496,Nkowakowa,ZA,2022-03-30 21:18:34,-23.8878,30.2871,67.06,54,0,4.47
497,Kuytun,RU,2022-03-30 21:18:35,54.3419,101.5036,22.62,96,97,3.18
498,Aykhal,RU,2022-03-30 21:18:35,66.0,111.5,10.8,98,100,7.0
499,Ilembo,TZ,2022-03-30 21:18:35,-9.25,33.3833,56.75,99,99,2.44
500,Kulhudhuffushi,MV,2022-03-30 21:18:36,6.6221,73.07,82.92,70,6,1.72
501,Ranavav,IN,2022-03-30 21:18:36,21.6842,69.7408,75.87,78,0,5.64
502,Nizhniy Chir,RU,2022-03-30 21:18:37,48.3597,43.0865,48.38,79,95,13.65
503,Bowen,AU,2022-03-30 21:18:37,-20.0167,148.2333,73.81,51,13,6.87
504,Imbituba,BR,2022-03-30 21:18:37,-28.24,-48.6703,77.83,93,99,18.05
505,Viransehir,TR,2022-03-30 21:18:38,37.2353,39.7631,52.29,60,0,11.83
506,Marzuq,YE,2022-03-30 21:18:38,14.4,46.4667,65.39,44,2,4.5
507,Yerbogachen,RU,2022-03-30 21:18:38,61.2767,108.0108,12.67,98,100,5.26
508,Kanniyakumari,IN,2022-03-30 21:18:39,8.0833,77.5667,81.54,80,13,7.74
509,Kochevo,RU,2022-03-30 21:18:39,59.5994,54.3125,14.27,91,38,7.85
510,Phalaborwa,ZA,2022-03-30 21:18:39,-23.943,31.1411,69.08,45,0,1.16
511,Alugan,PH,2022-03-30 21:18:40,12.2188,125.4808,79.03,86,25,9.08
512,Kazachinskoye,RU,2022-03-30 21:18:40,57.6953,93.2761,27.19,86,70,8.75
513,Swinford,IE,2022-03-30 21:18:40,53.95,-8.95,40.33,76,89,9.28
514,Ajdabiya,LY,2022-03-30 21:18:41,30.7554,20.2263,69.33,24,84,11.7
515,Shaoyang,CN,2022-03-30 21:18:41,27.2315,111.4525,61.34,94,100,3.31
516,Byron Bay,AU,2022-03-30 21:15:16,-28.65,153.6167,70.95,82,98,20.09
517,Ilo,PE,2022-03-30 21:18:41,-17.6394,-71.3375,70.66,64,0,14.97
518,Belle Fourche,US,2022-03-30 21:18:42,44.6714,-103.8522,42.08,47,72,13.35
519,Uray,RU,2022-03-30 21:18:42,60.1247,64.7758,25.84,95,100,13.35
520,Daru,PG,2022-03-30 21:18:42,-9.0763,143.2092,76.55,91,84,9.35
521,Athabasca,CA,2022-03-30 21:18:43,54.7169,-113.2854,48.61,69,64,4.88
522,Bardiyah,LY,2022-03-30 21:18:43,31.7561,25.0865,59.88,79,77,7.94
523,Kapoeta,SS,2022-03-30 21:18:43,4.7717,33.5903,84.99,33,51,9.15
524,Rocha,UY,2022-03-30 21:18:44,-34.4833,-54.3333,59.36,43,12,16.6
525,Gaspar,BR,2022-03-30 21:18:44,-26.9314,-48.9589,76.05,63,99,2.13
526,Ous,RU,2022-03-30 21:18:44,60.9058,61.5186,17.01,92,97,7.56
527,Tessalit,ML,2022-03-30 21:18:45,20.1986,1.0114,83.59,3,53,8.34
528,Kings Park,US,2022-03-30 21:18:45,40.8862,-73.2573,45.54,43,100,11.5
529,Lompoc,US,2022-03-30 21:18:45,34.6391,-120.4579,70.12,74,100,20.71
530,Greiz,DE,2022-03-30 21:18:46,50.65,12.2,39.18,92,100,5.99
531,Camargo,MX,2022-03-30 21:15:42,27.6667,-105.1667,77.83,5,0,15.35
532,Riohacha,CO,2022-03-30 21:18:46,11.5444,-72.9072,86.11,66,20,11.5
533,Mutare,ZW,2022-03-30 21:18:47,-18.9707,32.6709,58.73,98,16,3.02
534,Aden,YE,2022-03-30 21:18:47,12.7794,45.0367,79.34,63,6,11.63
535,Xichang,CN,2022-03-30 21:18:47,27.8964,102.2634,56.32,69,99,6.55
536,Salinas,US,2022-03-30 21:18:48,36.6777,-121.6555,65.98,69,100,10.36
537,Beberibe,BR,2022-03-30 21:18:48,-4.1797,-38.1306,80.13,80,99,7.63
538,Zemio,CF,2022-03-30 21:18:48,5.0314,25.1361,83.57,31,92,3.53
539,Udachnyy,RU,2022-03-30 21:18:49,66.4167,112.4,16.45,66,100,5.35
540,Sile,TR,2022-03-30 21:18:49,41.1754,29.6133,57.87,48,62,1.01
541,Dukat,RU,2022-03-30 21:18:49,62.55,155.55,0.19,97,100,4.85
542,Tezu,IN,2022-03-30 21:18:50,27.9167,96.1667,73.63,58,96,1.63
543,Kitimat,CA,2022-03-30 21:18:50,54.0524,-128.6534,45.91,58,97,1.01
544,Hvolsvollur,IS,2022-03-30 21:18:50,63.7533,-20.2243,33.6,71,75,5.01
545,Teya,RU,2022-03-30 21:18:51,60.3778,92.6267,26.2,90,100,10.6
546,Shimoda,JP,2022-03-30 21:15:07,34.6667,138.95,58.1,91,77,14.41
547,Bonga,ET,2022-03-30 21:18:51,7.2833,36.2333,64.94,68,55,1.12
548,Platteville,US,2022-03-30 21:18:52,42.7342,-90.4785,48.72,90,100,8.23
549,Grants,US,2022-03-30 21:18:52,35.1473,-107.8514,55.63,28,75,23.02
550,Kalmunai,LK,2022-03-30 21:18:52,7.4167,81.8167,77.7,84,1,7.2
551,Aquiraz,BR,2022-03-30 21:18:53,-3.9014,-38.3911,83.17,78,99,6.64
552,San Antonio,US,2022-03-30 21:16:01,29.4241,-98.4936,87.06,19,0,21.85
553,Touros,BR,2022-03-30 21:18:53,-5.1989,-35.4608,79.95,81,44,13.73
554,Bentiu,SS,2022-03-30 21:18:53,9.2333,29.8333,86.99,13,6,1.54
555,Corowa,AU,2022-03-30 21:18:54,-36.0333,146.3833,57.38,76,0,6.93
556,Porto Velho,BR,2022-03-30 21:14:27,-8.7619,-63.9039,80.65,78,40,2.3
557,Sept-Iles,CA,2022-03-30 21:17:29,50.2001,-66.3821,43.32,45,20,20.71
558,Ashland,US,2022-03-30 21:14:41,40.8167,-82.2665,72.14,36,100,19.28
559,Livingston,GB,2022-03-30 21:14:26,55.9029,-3.5226,34.21,82,40,4.61
